"","webid","name","hlyRange","dlyRange","mlyRange"
"265",25,"CENTRAL SAANICH VEYANESS","N/A","1963-12-01/1994-01-31","1963-01-01/1994-12-01"
"266",510,"CHARLIE CREEK RANCH","N/A","1975-10-01/1976-12-31","1975-01-01/1976-12-01"
"267",1398,"CHARLIE LAKE","N/A","1988-10-01/2011-11-29","1988-01-01/2007-02-01"
"268",509,"CHARLOTTE LAKE","N/A","1980-10-01/1981-02-28","1981-01-01/1981-12-01"
"269",1248,"CHASE","N/A","1952-05-01/2001-06-30","1952-01-01/2001-06-01"
"270",153,"CHATHAM POINT","1994-02-01/2001-12-13","1958-07-01/2012-05-15","1958-01-01/2007-02-01"
"271",302,"CHEEKYE","N/A","1960-04-01/1962-10-31","1960-01-01/1962-12-01"
"272",26,"CHEMAINUS","N/A","1919-01-01/2012-05-15","1919-01-01/2007-02-01"
"273",2,"CHEMAINUS BARE POINT","N/A","1979-11-01/1979-12-31","1979-01-01/1979-12-01"
"274",1249,"CHERRYVILLE","N/A","1959-04-01/1961-08-31","1959-01-01/1961-12-01"
"275",1400,"CHETWYND A","1982-10-09/2012-05-16","1982-10-01/2012-05-15","1982-01-01/2007-02-01"
"276",1401,"CHETWYND BCFS","N/A","1970-04-01/1982-11-30","1970-01-01/1982-12-01"
"277",1402,"CHETWYND SUKUNKA","N/A","1971-12-01/1976-06-30","1972-01-01/1976-12-01"
"278",577,"CHIEF LAKE","N/A","1970-06-01/1980-04-30","1970-01-01/1980-12-01"
"279",511,"CHILKO LAKE","N/A","1956-04-01/1957-09-30","1956-01-01/1957-12-01"
"280",735,"CHILLIWACK","N/A","1879-04-01/2011-11-30","1879-01-01/2007-02-01"
"281",736,"CHILLIWACK CITY","N/A","1960-01-01/1985-09-30","1960-01-01/1985-12-01"
"282",737,"CHILLIWACK GIBSON ROAD","N/A","1961-01-01/1986-10-31","1961-01-01/1986-12-01"
"283",738,"CHILLIWACK MARBLEHILL CK","N/A","1970-05-01/1970-08-31","1970-01-01/1970-12-01"
"284",739,"CHILLIWACK R CENTRE CRK","N/A","1961-04-01/1976-07-31","1961-01-01/1976-12-01"
"285",740,"CHILLIWACK R FOLEY CREEK","N/A","1966-07-01/1984-05-31","1966-01-01/1984-12-01"
"286",716,"CHILLIWACK R HATCHERY","N/A","1961-04-01/2012-05-16","1961-01-01/2007-02-01"
"287",742,"CHILLIWACK R TAMAHI CRK","N/A","1961-04-01/1966-06-30","1961-01-01/1966-12-01"
"288",743,"CHILLIWACK WESTVIEW","N/A","1981-12-01/1994-05-31","1981-01-01/1994-12-01"
"289",744,"CHILLIWACK YALE RD EAST","N/A","1969-05-01/1977-03-31","1969-01-01/1977-12-01"
"290",1250,"CHINOOK COVE","N/A","1913-12-01/1955-10-31","1914-01-01/1955-12-01"
"291",1251,"CHINOOK COVE POSBY LAKE","N/A","1989-05-01/2007-12-05","1989-01-01/2007-02-01"
"292",1083,"CHRISTIAN VALLEY","N/A","1972-06-01/1985-04-30","1972-01-01/1985-12-01"
"293",27289,"CHROME ISLAND","1997-06-18/1998-06-05","1998-05-02/1998-05-02","N/A"
"294",1453,"CHURCHILL COPPER ONE","N/A","1974-01-01/1974-09-30","1974-01-01/1974-12-01"
"295",991,"CHUTE LAKE","N/A","1928-09-01/1962-10-31","1928-01-01/1962-12-01"
"296",353,"CINOLA MINE SITE","N/A","1980-04-01/1982-03-31","1980-01-01/1981-12-01"
"297",241,"CLAYOQUOT","N/A","1896-12-01/1959-01-31","1896-01-01/1958-12-01"
"298",1252,"CLEARWATER","N/A","1976-04-01/1992-08-31","1976-01-01/1992-12-01"
"299",1242,"CLEARWATER AXEL CRK","N/A","1984-05-01/1996-09-30","1984-01-01/1996-09-01"
"300",1241,"CLEARWATER BLACKPOOL","N/A","1984-05-01/1986-12-31","1984-01-01/1986-12-01"
"301",1213,"CLEARWATER CANDLE CRK","N/A","1985-08-01/1988-09-30","1985-01-01/1988-12-01"
"302",1218,"CLEARWATER SPAHATS CREEK","N/A","1990-03-01/1995-02-28","1990-01-01/1995-02-01"
"303",1253,"CLEARWATER SUNSHINE","N/A","1980-08-01/1980-08-31","1980-01-01/1980-12-01"
"304",1254,"CLINTON","N/A","1962-05-01/1965-01-31","1962-01-01/1965-12-01"
"305",1255,"CLINTON (AUT)","1994-02-01/2012-05-16","1973-01-01/2012-05-16","1972-01-01/2007-02-01"
"306",745,"CLOVERDALE","N/A","1953-06-01/1962-10-31","1953-01-01/1962-12-01"
"307",746,"CLOVERDALE CENTRE","N/A","1962-06-01/1966-01-31","1962-01-01/1966-12-01"
"308",747,"CLOVERDALE EAST","N/A","1964-01-01/2012-05-16","1964-01-01/2007-02-01"
"309",748,"CLOVERVALLEY FRYS CORNER","N/A","1974-04-01/1974-08-31","1974-01-01/1974-12-01"
"310",303,"CLOWHOM FALLS","N/A","1932-02-01/1990-11-30","1932-01-01/1990-12-01"
"311",154,"COAL HARBOUR RUPERT IN","N/A","1968-09-01/1996-06-30","1968-01-01/1996-04-01"
"312",6846,"COAL RIVER","N/A","1992-04-01/1997-05-31","1992-01-01/1997-05-01"
"313",27,"COBBLE HILL","N/A","1990-11-01/1994-02-28","1990-01-01/1994-12-01"
"314",28,"COBBLE HILL DELOUME ROAD","N/A","1970-04-01/1981-10-31","1970-01-01/1981-12-01"
"315",1489,"COLD FISH LAKE","N/A","1957-07-01/1962-09-30","1955-01-01/1962-12-01"
"316",29,"COLE BAY","N/A","1923-10-01/1942-03-31","1923-01-01/1942-12-01"
"317",512,"COLLEYMOUNT","N/A","1981-06-01/1996-08-31","1981-01-01/1996-08-01"
"318",459,"COLLINS LAKE","N/A","1958-06-01/1958-10-31","1958-01-01/1958-12-01"
"319",1107,"COLUMBIA GARDENS","N/A","1937-08-01/1970-05-31","1937-01-01/1970-12-01"
"320",1108,"COLUMBIA GARDENS NORTH","N/A","1970-06-01/1976-05-31","1970-01-01/1976-12-01"
"321",30,"COLWOOD HATLEY DR","N/A","1981-01-01/2001-01-31","1981-01-01/2001-01-01"
"322",155,"COMOX A","1953-01-01/2012-05-16","1944-07-01/2012-05-15","1944-01-01/2011-12-01"
"323",156,"COMOX PCC","N/A","1984-05-01/2005-09-30","1984-01-01/2005-09-01"
"324",242,"CONUMA RIVER HATCHERY","N/A","1989-01-01/2011-10-30","1989-01-01/2007-02-01"
"325",157,"COOMBS","N/A","1960-10-01/2010-07-31","1960-01-01/2007-02-01"
"326",31,"COPPER CANYON","N/A","1957-07-01/1959-09-30","1957-01-01/1959-12-01"
"327",749,"COQUITLAM","N/A","1901-06-01/1933-10-31","1901-01-01/1933-12-01"
"328",750,"COQUITLAM COMO LAKE AVE","N/A","1972-12-01/2012-05-16","1973-01-01/2007-02-01"
"329",27007,"COQUITLAM LAFARGE","N/A","1994-07-01/1996-07-31","1994-07-01/1996-07-01"
"330",751,"COQUITLAM LAKE","N/A","1924-01-01/1982-09-30","1924-01-01/1982-12-01"
"331",752,"COQUITLAM MUNDY PARK","N/A","1988-08-01/1989-12-31","1988-01-01/1989-12-01"
"332",717,"COQUITLAM MUNDY PARK 2","N/A","1989-12-01/2003-01-31","1989-01-01/2003-01-01"
"333",6829,"COQUITLAM MUNDY PARK 3","N/A","1992-02-01/2003-06-30","1992-01-01/2003-06-01"
"334",6826,"COQUITLAM NORTH","N/A","1991-03-01/1996-07-31","1991-01-01/1996-07-01"
"335",1170,"CORBIN","N/A","1977-06-01/1993-07-31","1977-01-01/1993-12-01"
"336",32,"CORDOVA BAY","N/A","1951-12-01/1970-03-31","1951-01-01/1970-12-01"
"337",6808,"CORDOVA BAY CLAREMOUNT","N/A","1993-05-01/1995-05-31","1993-01-01/1995-05-01"
"338",33,"CORDOVA BAY SOUTH","N/A","1972-03-01/1995-05-31","1972-01-01/1995-05-01"
"339",159,"CORTES ISL SUTIL POINT","N/A","1973-07-01/1986-12-31","1973-01-01/1986-12-01"
"340",158,"CORTES ISLAND","N/A","1947-03-01/1995-12-31","1947-01-01/1995-12-01"
"341",160,"CORTES ISLAND TIBER BAY","N/A","1960-06-01/2012-03-30","1960-01-01/2007-02-01"
"342",161,"COURTENAY GRANTHAM","N/A","1960-01-01/2012-05-13","1960-01-01/2007-02-01"
"343",135,"COURTENAY MEADOWBROOK","N/A","1987-05-01/2010-09-26","1987-01-01/2007-02-01"
"344",162,"COURTENAY PUNTLEDGE","N/A","1984-12-01/2012-05-07","1984-01-01/2007-02-01"
"345",163,"COURTENAY PUNTLEDGE BCHP","N/A","1921-07-01/1964-03-31","1921-01-01/1964-12-01"
"346",164,"COURTENAY SANDWICK","N/A","1989-02-01/1993-03-31","1989-01-01/1993-12-01"
"347",34,"COWICHAN","N/A","1904-02-01/1925-08-31","1904-01-01/1925-12-01"
"348",35,"COWICHAN BAY CHERRY POINT","N/A","1913-10-01/2001-03-31","1913-01-01/2001-03-01"
"349",36,"COWICHAN BAY SOUTHEAST","N/A","1989-06-01/1994-02-28","1989-01-01/1994-12-01"
"350",37,"COWICHAN LAKE FORESTRY","N/A","1949-04-01/2008-06-30","1949-01-01/2007-02-01"
"351",38,"COWICHAN LAKE HATCHERY","N/A","1931-11-01/1948-08-31","1931-01-01/1948-12-01"
"352",39,"COWICHAN LAKE NITINAT","N/A","1959-07-01/1962-09-30","1959-01-01/1962-12-01"
"353",460,"CRANBERRY RIVER","N/A","1973-08-01/1974-11-30","1973-01-01/1974-12-01"
"354",1172,"CRANBROOK","N/A","1901-01-01/1939-03-31","1901-01-01/1939-12-01"
"355",1173,"CRANBROOK A","N/A","1938-02-01/1968-02-29","1938-01-01/1968-12-01"
"356",1174,"CRANBROOK A","1968-03-01/2012-05-16","1968-03-01/2012-05-16","1968-01-01/2011-11-01"
"357",1171,"CRANBROOK CITY","N/A","1979-07-01/2003-03-31","1979-01-01/2003-03-01"
"358",1175,"CRANBROOK MAYOOK","N/A","1974-05-01/1986-06-30","1974-01-01/1986-12-01"
"359",1176,"CRANBROOK MT BAKER","N/A","1972-08-01/1977-08-31","1972-01-01/1977-12-01"
"360",1177,"CRANBROOK SE","N/A","1984-12-01/2002-11-30","1984-01-01/2002-11-01"
"361",1109,"CRAWFORD BAY","N/A","1907-07-01/1969-04-30","1907-01-01/1969-12-01"
"362",26989,"CRESCENT SPUR","N/A","1994-08-01/2011-11-30","1994-01-01/2007-02-01"
"363",1110,"CRESCENT VALLEY","N/A","1939-03-01/1965-11-30","1939-01-01/1965-12-01"
"364",1111,"CRESTON","N/A","1912-06-01/2011-11-30","1912-01-01/2007-02-01"
"365",6838,"CRESTON CAMPBELL SCIENTIFIC","1994-02-01/2012-05-16","1993-05-01/2012-05-16","1993-01-01/2006-10-01"
"366",1112,"CRESTON SOUTHEAST","N/A","1990-07-01/1994-09-30","1990-01-01/1994-12-01"
"367",1113,"CRESTON WPCC","N/A","1980-08-01/2006-10-31","1980-01-01/2006-10-01"
"368",1256,"CRISS CREEK","N/A","1988-10-01/2012-05-16","1988-01-01/2007-02-01"
"369",41,"CROFTON","N/A","1921-01-01/1968-12-31","1921-01-01/1968-12-01"
"370",754,"CULTUS LAKE","N/A","1931-11-01/1994-11-30","1931-01-01/1994-12-01"
"371",755,"CULTUS LAKE LINDELL","N/A","1981-02-01/1988-12-31","1981-01-01/1988-12-01"
"372",165,"CUMBERLAND","N/A","1893-11-01/1977-06-30","1893-01-01/1977-12-01"
"373",6822,"CUMSHEWA ISLAND","1994-02-01/2012-05-16","1992-11-01/2012-05-16","1993-06-01/2007-02-01"
"374",756,"CYPRESS BOWL","N/A","1984-12-01/2004-07-31","1984-01-01/2004-07-01"
"375",28013,"CYPRESS BOWL 1425","N/A","1999-12-01/2004-04-30","1999-12-01/2004-04-01"
"376",45490,"CYPRESS BOWL FREESTYLE","2007-03-05/2010-02-21","2007-03-06/2010-02-21","N/A"
"377",48488,"CYPRESS BOWL GRANDSTAND","2010-02-12/2010-03-03","2010-02-12/2010-03-03","N/A"
"378",44023,"CYPRESS BOWL NORTH","2005-06-16/2010-06-17","2005-06-14/2010-06-17","2005-11-01/2007-02-01"
"379",44024,"CYPRESS BOWL SOUTH","2005-08-03/2010-03-31","2005-07-25/2010-03-31","2005-11-01/2005-11-01"
"380",757,"CYPRESS BOWL UPPER","N/A","1985-01-01/2004-04-30","1985-01-01/2004-04-01"
"381",304,"DAISY LAKE DAM","N/A","1968-07-01/1983-03-31","1968-01-01/1983-12-01"
"382",1257,"DARFIELD","N/A","1956-04-01/2012-05-13","1956-01-01/2007-02-01"
"383",1403,"DAWSON CREEK","N/A","1950-01-01/1963-10-31","1950-01-01/1963-12-01"
"384",1404,"DAWSON CREEK A","1964-01-23/2009-07-02","1968-03-01/2009-09-11","1968-01-01/2006-06-01"
"385",48208,"DAWSON CREEK A","2009-08-27/2012-05-17","2009-09-03/2012-05-16","N/A"
"386",44789,"DAWSON CREEK LWIS","2006-06-08/2010-08-27","2006-06-01/2009-09-02","N/A"
"387",1405,"DAWSON CREEK RADIO BCN","N/A","1957-10-01/1964-01-31","1957-01-01/1963-12-01"
"388",386,"DAWSONS LANDING","N/A","1973-05-01/1988-10-31","1973-01-01/1988-12-01"
"389",354,"DEAD TREE POINT","N/A","1939-02-01/1958-01-31","1939-01-01/1958-12-01"
"390",1454,"DEASE LAKE","1953-01-01/2012-05-16","1944-09-01/2011-12-15","1944-01-01/2007-02-01"
"391",6845,"DEASE LAKE (AUT)","1994-02-01/2012-05-16","1993-08-01/2012-05-16","1993-01-01/2007-02-01"
"392",30909,"DEASE LAKE LWIS","2000-11-28/2011-12-15","2002-03-01/2004-10-31","2002-03-01/2004-10-01"
"393",1114,"DEER PARK","N/A","1924-01-01/1995-09-30","1924-01-01/1995-09-01"
"394",758,"DELTA ANNIEVILLE","N/A","1971-04-01/1972-08-31","1971-01-01/1972-12-01"
"395",759,"DELTA BEACH GROVE","N/A","1984-10-01/1984-11-30","1984-01-01/1984-12-01"
"396",49088,"DELTA BURNS BOG","2010-11-19/2012-05-16","2011-01-25/2012-05-16","N/A"
"397",760,"DELTA LADNER EAST","N/A","1971-03-01/1975-03-31","1971-01-01/1975-12-01"
"398",761,"DELTA LADNER SOUTH","N/A","1971-03-01/1989-07-31","1971-01-01/1989-12-01"
"399",762,"DELTA OLIVER SLOUGH","N/A","1971-03-01/1975-09-30","1971-01-01/1975-12-01"
"400",763,"DELTA PEBBLE HILL","N/A","1961-12-01/1996-01-31","1961-01-01/1996-01-01"
"401",764,"DELTA SUNSHINE HILLS","N/A","1987-08-01/1997-05-31","1987-01-01/1997-05-01"
"402",765,"DELTA TSAWWASSEN","N/A","1959-10-01/1969-12-31","1959-01-01/1969-12-01"
"403",766,"DELTA TSAWWASSEN BEACH","N/A","1971-03-01/2012-05-16","1971-01-01/2007-02-01"
"404",1406,"DENISON PLANT SITE","N/A","1982-07-01/1998-05-31","1982-01-01/1998-01-01"
"405",1407,"DENISON SHERIFF","N/A","1981-07-01/1982-06-30","1981-01-01/1982-12-01"
"406",166,"DENMAN ISLAND","N/A","1906-08-01/1993-03-31","1906-01-01/1993-12-01"
"407",168,"DENMAN ISLAND 2","N/A","1989-10-01/1996-05-31","1989-01-01/1996-05-01"
"408",167,"DENMAN ISLAND EAST SHORE","N/A","1987-05-01/1989-06-30","1987-01-01/1989-12-01"
"409",767,"DEROCHE","N/A","1984-07-01/1990-11-30","1984-01-01/1990-12-01"
"410",305,"DESERTED BAY","N/A","1981-02-01/1982-05-31","1981-01-01/1982-12-01"
"411",27226,"DISCOVERY ISLAND","1997-01-02/2012-05-16","1997-04-01/2012-05-16","1998-05-01/2005-08-01"
"412",578,"DOG CREEK","N/A","1973-09-01/1977-08-31","1973-01-01/1977-12-01"
"413",579,"DOG CREEK A","N/A","1944-08-01/1960-11-30","1944-01-01/1960-12-01"
"414",581,"DOME CREEK","N/A","1970-06-01/1995-04-30","1970-01-01/1995-04-01"
"415",580,"DOME CREEK","N/A","1917-12-01/1951-10-31","1918-01-01/1951-12-01"
"416",1356,"DONALD","N/A","1891-05-01/1972-04-30","1891-01-01/1972-12-01"
"417",992,"DOUGLAS LAKE","N/A","1979-06-01/2007-02-28","1979-01-01/2007-02-01"
"418",8227,"DOWNIE CREEK","N/A","1953-07-01/1955-10-31","N/A"
"419",1357,"DOWNIE SLIDE BCHPA","N/A","1977-08-01/1978-11-30","1977-01-01/1978-12-01"
"420",387,"DRYAD POINT","1994-02-01/2001-12-13","1977-11-01/2012-05-16","1977-01-01/2007-02-01"
"421",42,"DUNCAN","N/A","1926-01-01/1957-12-31","1926-01-01/1957-12-01"
"422",169,"DUNCAN BAY","N/A","1957-09-01/1994-03-31","1957-01-01/1994-12-01"
"423",43,"DUNCAN BCHPA VIT","N/A","1972-10-01/1976-07-31","1972-01-01/1976-12-01"
"424",44,"DUNCAN EAST","N/A","1960-02-01/1964-11-30","1960-01-01/1964-12-01"
"425",45,"DUNCAN FORESTRY","N/A","1958-07-01/1989-12-31","1958-01-01/1989-12-01"
"426",26990,"DUNCAN GLENORA","N/A","1994-05-01/2010-07-30","1994-01-01/2007-02-01"
"427",46,"DUNCAN KELVIN CREEK","N/A","1987-04-01/2012-05-16","1987-01-01/2007-02-01"
"428",1115,"DUNCAN LAKE DAM","N/A","1963-03-01/2012-03-31","1963-01-01/2007-02-01"
"429",582,"DUNSTER","N/A","1974-05-01/1995-04-30","1974-01-01/1995-04-01"
"430",27008,"DUNSTER 2","N/A","1994-08-01/1997-08-31","1994-08-01/1997-08-01"
"431",1258,"EAGLE BAY","N/A","1924-01-01/1995-04-30","1924-01-01/1995-04-01"
"432",388,"EAST CRACROFT ISL","N/A","1985-08-01/1995-04-30","1985-01-01/1995-04-01"
"433",942,"EAST LILLOOET","N/A","1957-05-01/1960-02-29","1957-01-01/1960-12-01"
"434",47,"EAST SOOKE ANDERSON COVE","N/A","1966-05-01/1980-03-31","1966-01-01/1980-12-01"
"435",1490,"EDDONTENAJON","N/A","1972-09-01/1972-10-31","1972-01-01/1972-12-01"
"436",355,"EDEN LAKE","N/A","1973-06-01/1974-05-31","1973-01-01/1974-12-01"
"437",753,"EDENBANK SARDIS","N/A","1977-04-01/1997-05-31","1977-01-01/1997-05-01"
"438",935,"EDGE HILLS BUTCHER CREEK","N/A","1988-07-01/2002-10-31","1988-01-01/2002-10-01"
"439",1116,"EDGEWOOD","N/A","1951-11-01/1958-08-31","1951-01-01/1958-12-01"
"440",389,"EGG ISLAND","1969-12-31/2001-12-13","1965-12-01/2012-05-16","1965-01-01/2007-02-01"
"441",768,"ELBOW LAKE","N/A","1980-10-01/1989-09-30","1981-01-01/1989-12-01"
"442",48,"ELK LAKE","N/A","1957-08-01/1978-08-31","1957-01-01/1978-12-01"
"443",49,"ELK LAKE 2","N/A","1980-11-01/1986-01-31","1980-01-01/1986-12-01"
"444",243,"ELK LAKE JEUNE LANDING","N/A","1924-12-01/1938-02-28","1924-01-01/1938-12-01"
"445",1178,"ELKFORD","N/A","1972-01-01/1993-12-31","1972-01-01/1993-12-01"
"446",6835,"ELKHART LODGE HIGHWAY 97C","N/A","1992-09-01/1995-04-30","1992-01-01/1995-02-01"
"447",513,"ELKINS CREEK RANCH","N/A","1974-01-01/1974-04-30","1974-01-01/1974-12-01"
"448",1179,"ELKO","N/A","1923-10-01/1995-05-31","1923-01-01/1995-05-01"
"449",583,"ENDAKO MINE","N/A","1973-07-01/1982-07-31","1973-01-01/1982-12-01"
"450",584,"ENDAKO SAVORY","N/A","1961-09-01/1967-10-31","1961-01-01/1967-12-01"
"451",1259,"ENDERBY","N/A","1893-09-01/1997-02-28","1893-01-01/1997-02-01"
"452",1260,"ENDERBY ASHTON CREEK","N/A","1965-06-01/1975-01-31","1965-01-01/1975-12-01"
"453",1261,"ENDERBY VALECAIRN FARM","N/A","1966-02-01/1967-03-31","1966-01-01/1967-12-01"
"454",585,"ENGEN","N/A","1957-06-01/1970-08-31","1957-01-01/1970-12-01"
"455",170,"ENTRANCE ISLAND","N/A","1914-07-01/1918-05-31","1914-01-01/1918-12-01"
"456",132,"ENTRANCE ISLAND","N/A","1987-05-01/2012-04-29","1987-01-01/2007-02-01"
"457",29411,"ENTRANCE ISLAND CS","1994-02-01/2012-05-16","1992-05-01/2012-05-16","1992-05-01/2006-07-01"
"458",461,"EQUITY SILVER","N/A","1981-08-01/2012-05-09","1981-01-01/2007-01-01"
"459",50,"ESQUIMALT","N/A","1872-01-01/1950-10-31","1872-01-01/1950-12-01"
"460",52,"ESQUIMALT HARBOUR","1994-02-01/2012-05-16","1957-10-01/2012-05-16","1957-01-01/2005-09-01"
"461",51,"ESQUIMALT LAGOON","N/A","1976-05-01/1978-08-31","1976-01-01/1978-12-01"
"462",769,"ESSONDALE","N/A","1960-10-01/1961-06-30","1960-01-01/1961-12-01"
"463",244,"ESTEVAN POINT","1953-01-01/1979-03-30","1908-07-01/2012-05-16","1908-01-01/2007-02-01"
"464",8040,"ESTEVAN POINT CS","1994-02-01/2012-05-16","1993-01-18/2012-05-16","1997-04-01/2007-02-01"
"465",390,"ETHELDA BAY","1957-12-02/1994-04-06","1957-12-01/1991-05-31","1957-01-01/1991-11-01"
"466",514,"EUCHINIKO TITETOWN","N/A","1970-11-01/1971-05-31","1970-01-01/1971-12-01"
"467",1262,"FALKLAND SALMON VALLEY","N/A","1959-03-01/1986-08-31","1959-01-01/1986-12-01"
"468",1263,"FALKLAND SPANISH LAKE","N/A","1974-12-01/1984-03-31","1975-01-01/1984-12-01"
"469",391,"FALLS RIVER","N/A","1931-11-01/1992-10-31","1931-01-01/1992-12-01"
"470",29733,"FANNY ISLAND","2000-04-04/2012-05-16","2000-04-01/2012-05-16","2000-04-01/2007-02-01"
"471",1408,"FARRELL CREEK","N/A","1960-07-01/1963-06-30","1960-01-01/1963-12-01"
"472",1117,"FAUQUIER","N/A","1913-02-01/2011-11-30","1913-01-01/2007-02-01"
"473",1118,"FAUQUIER 2","N/A","1990-08-01/1992-11-30","1990-01-01/1992-12-01"
"474",1119,"FERGUSON","N/A","1908-06-01/1922-11-30","1908-01-01/1922-12-01"
"475",1180,"FERNIE","N/A","1913-12-01/2012-05-15","1913-01-01/2007-02-01"
"476",1182,"FERNIE 2","N/A","1924-01-01/1935-03-31","1924-01-01/1935-12-01"
"477",1181,"FERNIE SNOW VALLEY","N/A","1975-02-01/1975-03-31","1975-01-01/1975-12-01"
"478",1358,"FIELD","N/A","1917-06-01/1937-05-31","1917-01-01/1937-12-01"
"479",1409,"FINLAY FORKS","N/A","1945-05-01/1951-07-31","1945-01-01/1951-12-01"
"480",1410,"FINLAY FORKS","N/A","1981-07-01/1989-02-28","1981-01-01/1989-12-01"
"481",1386,"FINLAY FORKS 2","N/A","1989-08-01/1992-12-31","1989-01-01/1992-12-01"
"482",53,"FINLAYSON ARM RD","N/A","1976-04-01/1977-09-30","1976-01-01/1977-12-01"
"483",6941,"FIRVALE","N/A","1991-09-01/1991-10-31","1991-01-01/1991-11-01"
"484",1359,"FLAT CREEK","N/A","1958-11-01/1959-04-30","N/A"
"485",1183,"FORDING RIVER CLODE CRK","N/A","1976-01-01/1987-04-30","1976-01-01/1987-12-01"
"486",1184,"FORDING RIVER COMINCO","N/A","1970-01-01/2012-02-28","1970-01-01/2007-02-01"
"487",462,"FORT BABINE","N/A","1944-11-01/1975-06-30","1944-01-01/1975-12-01"
"488",586,"FORT FRASER","N/A","1964-09-01/1965-08-31","1964-01-01/1965-12-01"
"489",587,"FORT FRASER 13S","N/A","1970-05-01/1993-12-31","1970-01-01/1993-12-01"
"490",770,"FORT LANGLEY","N/A","1953-03-01/1956-07-31","1953-01-01/1956-12-01"
"491",43723,"FORT LANGLEY TELEGRAPH TRAIL","N/A","2005-04-01/2012-05-16","2005-04-01/2007-02-01"
"492",1455,"FORT NELSON A","1953-01-01/2012-05-16","1937-09-01/2012-05-15","1937-01-01/2011-08-01"
"493",1456,"FORT NELSON ALPINE RD","N/A","1984-01-01/1986-01-31","1984-01-01/1986-12-01"
"494",1458,"FORT NELSON GARDINER CR","N/A","1984-01-01/1984-10-31","1984-01-01/1984-12-01"
"495",8248,"FORT NELSON UA","N/A","1999-04-01/2012-05-16","1999-04-01/2007-02-01"
"496",588,"FORT ST JAMES","N/A","1895-01-01/2012-05-16","1895-01-01/2007-02-01"
"497",589,"FORT ST JAMES A","1979-07-01/1991-06-30","1979-05-01/1991-06-30","1979-01-01/1991-11-01"
"498",1411,"FORT ST JOHN","N/A","1910-01-01/1945-02-28","1910-01-01/1945-12-01"
"499",1388,"FORT ST JOHN 8NW","N/A","1988-07-01/2007-11-30","1988-01-01/2007-02-01"
"500",1413,"FORT ST JOHN A","1953-01-01/2012-05-16","1942-03-01/2012-05-15","1942-01-01/2011-08-01"
"501",1414,"FORT ST JOHN PINEVIEW","N/A","1960-08-01/1963-04-30","1960-01-01/1963-12-01"
"502",1185,"FORT STEELE","N/A","1966-05-01/1968-02-29","1966-01-01/1968-12-01"
"503",371,"FORWARD HARBOUR","N/A","1975-07-01/1978-11-30","1975-01-01/1978-12-01"
"504",1481,"FRASER CAMP","N/A","1980-08-01/2008-08-25","1980-01-01/2007-02-01"
"505",558,"FRASER LAKE NORTH SHORE","N/A","1965-06-01/1969-10-31","1965-01-01/1969-12-01"
"506",557,"FRASER LAKE NORTH SHORE","N/A","1969-11-01/2010-07-31","1969-01-01/2007-02-01"
"507",171,"FRENCH CREEK","N/A","1892-01-01/1903-03-31","1892-01-01/1903-12-01"
"508",1457,"FT NELSON CHURCHILL MINE","N/A","1969-01-01/1971-09-30","1969-01-01/1971-12-01"
"509",1186,"FT STEELE DANDY CRK","N/A","1968-03-01/2012-05-12","1968-01-01/2007-02-01"
"510",464,"FULTON LAKE","N/A","1960-07-01/1961-12-31","1960-01-01/1961-12-01"
"511",172,"GABRIOLA ISLAND","N/A","1967-03-01/2011-03-31","1967-01-01/2007-02-01"
"512",54,"GALIANO ISL BURRILL PT","N/A","1970-04-01/1970-08-31","1970-01-01/1970-12-01"
"513",56,"GALIANO ISLAND GCC","N/A","1956-02-01/1977-02-28","1956-01-01/1977-12-01"
"514",55,"GALIANO NORTH","N/A","1975-01-01/2012-05-11","1975-01-01/2007-02-01"
"515",4,"GALIANO SOUTH","N/A","1977-07-01/1978-12-31","1977-01-01/1978-12-01"
"516",3,"GALIANO SOUTH 2","N/A","1979-05-01/1984-01-31","1979-01-01/1984-12-01"
"517",1491,"GALORE CREEK","N/A","1966-01-01/1973-10-31","1966-01-01/1973-12-01"
"518",306,"GAMBIER HARBOUR","N/A","1962-08-01/2003-11-30","1962-01-01/2003-11-01"
"519",590,"GANG RANCH","N/A","1973-09-01/1990-07-31","1989-01-01/1990-12-01"
"520",57,"GANGES MANSELL RD","N/A","1974-12-01/2011-11-30","1975-01-01/2007-02-01"
"521",307,"GARIBALDI","N/A","1921-07-01/1980-09-30","1921-01-01/1980-12-01"
"522",943,"GATES STATION","N/A","1974-04-01/1994-10-31","1974-01-01/1994-12-01"
"523",1120,"GENELLE","N/A","1962-08-01/1962-11-30","1962-01-01/1962-12-01"
"524",392,"GENESEE RIVER","N/A","1971-05-01/1972-05-31","1971-01-01/1972-12-01"
"525",1415,"GERMANSEN LANDING","1953-01-01/1979-05-31","1951-08-01/2012-05-16","1951-01-01/2007-02-01"
"526",1121,"GERRARD","N/A","1935-07-01/1946-12-31","1935-01-01/1946-12-01"
"527",308,"GIBSONS","N/A","1949-02-01/2006-07-31","1949-01-01/2006-07-01"
"528",309,"GIBSONS GOWER POINT","N/A","1961-10-01/2012-05-16","1961-01-01/2007-02-01"
"529",515,"GILLIES CROSSING","N/A","1974-04-01/1976-10-31","1974-01-01/1976-12-01"
"530",591,"GISCOME","N/A","1970-10-01/1971-04-30","1970-01-01/1971-12-01"
